reviews,class
"when 17 year old beau hall ( jonathan tucker , "" the virgin suicides "" ) gets in a car accident after drinking with his 30 year old companion , club owner darby reese ( josh lucas , "" session 9 "" ) , his mom , margaret ( tilda swinton , "" the war zone "" ) pays reese a visit to convince him to leave her son alone . 
",positive
"leonardo decaprio ( what's eating gilbert grape ) and claire danes ( tv's my so called life ) star in director baz luhrmann's modernized version of william shakespeare's classic , romeo & juliet . 
",positive
"voices . . . . . trey parker , matt stone , george clooney , minnie driver . 
",positive
"why do people hate the spice girls ? 
",positive
"more than forty years ago , the "" sword and sandals "" genre of historical epic ruled the box office . 
",positive
"the andromeda strain is the greatest science fiction film ever made . 
",positive
" "" it's not good to know too much about someone , charlie , "" charles warns his niece , charlie ( margaret welsh ) , with a devilish grin . 
",positive
"do you want to know the truth about cats and dogs ? 
",positive
"alien 3 is the only alien film i have seen in theaters . 
",positive
"ultra low budget but extremely inventive horror film about a group of friends vacationing in a cabin who accidentally awaken an evil force in the woods via the necronomicon , the book of the dead . 
",positive
"elmore leonard has quickly become one of hollywood's favorite authors . 
",positive
"bob the happy bastard's quickie review : 
",positive
"martin scorsese's kundun , which chronicles roughly the first twenty years of the life of the currently exiled dalai lama , has been criticized for its lack of narrative structure . 
",positive
"synopsis : upper middle class , suburban family man lester ( kevin spacey ) realizes that he is just going through the motions : he is unable to feel passion ; he is soulless , cynical , and no longer able to feel the edge between success and failure . 
",positive
"though it is a fine piece of filmmaking , there's something about elizabeth . . . that 
",positive
"carolco pictures and dutch director paul verhoeven ( robocop ) came together to create the 1990 mega hit that is total recall . 
",positive
"with the abundance of trite , recycled movies in the late '90s , there is a tremendous demand by movie lovers ( never mind movie critics ) for movies that present the wide film audience with something truly original : perhaps audaciously , perhaps purely thematically . 
",positive
"i was anxious to see this for a long time . 
",positive
"to paraphrase a song title from an earlier disney movie , mulan is a whole new world . 
",positive
"as a revolutionary war hero in the patriot , mel gibson provides another macho man performance for hollywood audiences . 
",positive
" "" if there's a beast in men , it meets its match in women , too . "" 
",positive
"contrary to the title , "" the boxer "" is not another rocky story only this time spliced with some cold hard politics . 
",positive
"you don't want to be like mike . 
",positive
"america has finally gotten what it's needed for years : a compassionate sincere president with impressive ethics and charisma . 
",positive
"susan granger's review of "" songcatcher "" in the midst of this summer's fare of dinos revisited and romantic fiascoes , there are a few thoughtful movies - and this appalachian period drama is one . 
",positive
"elizabeth is a potent historical drama set in england in the mid-1500s . 
",positive
"making his directorial debut , actor jon favreau brings along his swingers co-star , vince vaughn , for this tale of two mugs on a career trajectory to nowheresville . 
",positive
"set in the wild west , this carry on centres around the arrival of the rumpo kid ( sidney james ) and his cronies in stodge city . 
",positive
"for example , in happy gilmore , sandler plays a rookie golfer trying to beat a self-confident jerk of a pro . 
",positive
" "" when it's cold , molecules aren't moving . 
",positive
